8.538300699301540590e+03,9.318480486181179003e+03,9.429152508603181559e+03,8.986017071817825126e+03,9.181006332557008136e+03,8.802482783883549928e+03,8.302665540016405430e+03,9.577286258186821215e+03,9.225481424132130996e+03,8.858796287047078295e+03,8.776880075480827145e+03,8.964104639805384068e+03,8.989434465535159688e+03,9.181382350983023571e+03,8.498829248530115365e+03,8.463699750250578290e+03,9.251423237873919788e+03
8.707749134199922992e+03,8.235476795427694015e+03,8.489422488623335084e+03,8.666140581641404424e+03,8.682930136530898380e+03,8.608452985903835724e+03,9.205270374071056722e+03,8.217105269731178851e+03,8.510085048285842277e+03,8.328522025197937182e+03,8.446505871906738321e+03,8.952820029970791438e+03,8.707126134976961112e+03,8.188883621934520306e+03,8.585683161283968730e+03,8.735143933844756248e+03,8.157418792319665954e+03
8.465593983794842643e+03,8.638930214231038917e+03,8.112935969586834290e+03,9.490223054723681344e+03,7.406945898546595345e+03,8.043241636142500283e+03,8.699771961372738588e+03,8.083021478522357938e+03,8.273418631369526338e+03,8.017893129093982679e+03,8.016926451327297400e+03,8.355514574315448044e+03,8.141456726607617384e+03,7.996604895105778269e+03,8.452289765790617821e+03,8.437417782218613866e+03,8.617539049839839208e+03
7.733496438529559782e+03,8.153424136975032525e+03,8.291936824287708077e+03,7.389376529027254037e+03,7.918867521368356392e+03,7.415831984682686198e+03,7.988880802531669360e+03,8.099636496837367304e+03,8.476066755467596522e+03,7.511542293328267988e+03,7.704401037851773253e+03,7.503394880120597918e+03,7.787955827506599235e+03,8.207725868576781068e+03,8.159803868354791121e+03,7.741123754024555637e+03,8.155542746143649310e+03
7.953246842047694372e+03,9.040397821133856269e+03,9.491191436342060115e+03,7.422970762571449086e+03,7.867838694639485766e+03,8.257824730825634106e+03,9.204407892108607484e+03,8.352331091131934954e+03,8.848745254746001592e+03,8.154073942724816334e+03,7.878208791209613992e+03,7.990496586747434776e+03,8.242258169609091055e+03,7.929712498613376738e+03,7.863485717061521427e+03,8.033689427240301484e+03,9.023247702298413060e+03
8.343776462427318620e+03,8.636733377734126407e+03,9.362328971029601234e+03,7.829102021182260614e+03,8.508273260074111022e+03,9.300776795427447723e+03,8.235940492841378727e+03,9.743699827950384133e+03,8.985210955711698261e+03,8.781048223998957837e+03,9.033463300588975471e+03,9.250542601843273587e+03,1.004668904428955284e+04,8.843065601066396994e+03,9.304226973027638451e+03,8.348732661783553340e+03,8.590977350428198406e+03
9.430549861250525282e+03,8.736932056832833041e+03,8.024520418471322955e+03,8.672077960928732864e+03,8.414603790654609838e+03,8.353098595849472986e+03,8.052572533023399956e+03,9.396750921301574635e+03,8.465615251416078536e+03,8.463745504496337162e+03,8.575632384283231659e+03,8.533928316129198720e+03,8.740693806194589342e+03,8.717393689644477490e+03,8.632885525586318181e+03,9.477917651793304685e+03,8.767402131202863529e+03
8.981842107892813146e+03,8.927974458875207347e+03,8.853379292930103475e+03,8.441278904429793329e+03,8.060138761239616542e+03,7.546395820846591050e+03,8.095422144523021416e+03,8.751216716617489510e+03,8.399166378067242476e+03,8.113306240982103191e+03,8.669313675214478280e+03,8.766251143301939010e+03,8.585220995671817946e+03,7.990731546232351320e+03,8.595488228439049635e+03,8.924711571762316453e+03,8.900787307138045435e+03
7.944135614386441375e+03,9.145872677323366588e+03,8.899659484960209738e+03,8.664747668998463269e+03,8.640304983905805784e+03,7.321663053613724514e+03,9.087322255522998603e+03,7.827379442780234967e+03,8.354458480409319236e+03,8.857378144078880723e+03,8.327484287935158136e+03,9.390939077589722729e+03,8.859670856921540690e+03,9.116796686647352544e+03,8.562443994894798379e+03,7.912957720058538143e+03,9.144923581974282570e+03
9.567118442669072465e+03,7.541207192807936735e+03,9.466123815074461163e+03,8.794826556777317819e+03,8.432073251259382232e+03,9.011220868021606293e+03,9.563197358197954600e+03,8.500827661228489887e+03,8.808318709069484612e+03,9.498573654124213135e+03,9.793875618826210484e+03,1.007950400155452007e+04,9.320151348652047091e+03,9.529855172605819462e+03,8.602028582529392224e+03,9.662679215229842157e+03,7.518488511489224038e+03
7.889150932401784303e+03,8.835798601399368636e+03,9.464007370408016868e+03,8.710386452437238404e+03,8.260924897325801794e+03,8.748086557887389063e+03,9.318512715063343421e+03,8.876244405595136413e+03,9.069014890665601342e+03,8.738399017649813686e+03,9.010277344878089934e+03,9.212284015984696453e+03,8.376168969919815936e+03,9.536504440005011929e+03,8.670780236431073718e+03,7.925236002886840652e+03,8.839648368299131107e+03
