,chrom,count,g_noin
0,1.0,130109.0,0.9999999998684092
1,1.0,128918.0,0.9999999999846853
2,1.0,129353.0,0.9999999999734314
3,1.0,128717.0,0.9999999999367418
4,1.0,128060.0,0.9999999999806418
5,1.0,128834.0,0.9999999995992676
6,1.0,129208.0,0.9999999999846392
7,1.0,129693.0,0.9999999999843509
8,1.0,130350.0,0.9999999999844386
9,1.0,131409.0,0.9999999999767192
10,2.0,129948.0,0.999999999853425
11,2.0,129538.0,0.9999999999068128
12,2.0,128437.0,0.9999999998822854
13,2.0,129014.0,0.9999999998551443
14,2.0,130936.0,0.9999999996642362
15,2.0,128729.0,0.999999999984531
16,2.0,128611.0,0.9999999999818563
17,2.0,130115.0,0.9999999999828801
18,2.0,128826.0,0.9999999999844638
19,2.0,128267.0,0.9999999999824634
20,3.0,128183.0,0.9999999998417308
21,3.0,127690.0,0.9999999999147257
22,3.0,129971.0,0.9999999999845482
23,3.0,128589.0,0.9999999999220476
24,3.0,127699.0,0.9999999999788618
25,3.0,128784.0,0.9999999999814033
26,3.0,130319.0,0.9999999999847569
27,3.0,128043.0,0.9999999999847435
28,3.0,130152.0,0.9999999999846437
29,3.0,128811.0,0.9999999999846493
30,4.0,129342.0,0.9999999998564677
31,4.0,129200.0,0.9999999998431012
32,4.0,127726.0,0.9999999999775812
33,4.0,129050.0,0.9999999999837956
34,4.0,130590.0,0.9999999999841684
35,4.0,129690.0,0.9999999999764001
36,4.0,129699.0,0.9999999999746482
37,4.0,129493.0,0.9999999999847174
38,4.0,129411.0,0.999999999973404
39,4.0,128660.0,0.9999999999833514
40,5.0,129650.0,0.9999999998425102
41,5.0,129665.0,0.9999999999846317
42,5.0,129081.0,0.9999999999681898
43,5.0,129016.0,0.9999999999846613
44,5.0,128461.0,0.9999999999715007
45,5.0,129342.0,0.9999999999840595
46,5.0,127941.0,0.9999999999833354
47,5.0,129723.0,0.9999999999775901
48,5.0,128214.0,0.9999999999845828
49,5.0,127432.0,0.9999999999846206
50,6.0,128416.0,0.9999999998748843
51,6.0,128544.0,0.9999999999812278
52,6.0,128099.0,0.999999999984245
53,6.0,131190.0,0.9999999999845405
54,6.0,127502.0,0.999999999966503
55,6.0,128062.0,0.9999999999780278
56,6.0,129576.0,0.9999999999747387
57,6.0,129754.0,0.9999999999823892
58,6.0,129262.0,0.9999999999744348
59,6.0,130908.0,0.9999999999816499
60,7.0,130175.0,0.9999999998826491
61,7.0,127328.0,0.9999999999261934
62,7.0,129305.0,0.9999999999847636
63,7.0,127658.0,0.9999999999847413
64,7.0,128556.0,0.9999999993244351
65,7.0,128939.0,0.9999999999825511
66,7.0,127809.0,0.9999999998753193
67,7.0,130015.0,0.9999999999847079
68,7.0,128709.0,0.999999999980318
69,7.0,129454.0,0.9999999999842099
70,8.0,130978.0,0.9999999962868461
