,chrom,count,g_noin
0,1.0,129953.0,0.9998228336451369
1,1.0,128851.0,0.9998668795820662
2,1.0,129315.0,0.9997624752415333
3,1.0,128554.0,0.9998389509200194
4,1.0,128277.0,0.9997304550379806
5,1.0,128983.0,0.9998061646336387
6,1.0,129325.0,0.9997106002176733
7,1.0,129852.0,0.9998802247800964
8,1.0,130492.0,0.999880194059384
9,1.0,131256.0,0.999823580397767
10,2.0,130037.0,0.9998144496483068
11,2.0,129670.0,0.9998511771691759
12,2.0,128259.0,0.9998725413656586
13,2.0,129041.0,0.999861109861349
14,2.0,130869.0,0.9998476681060953
15,2.0,128825.0,0.9995123327238177
16,2.0,128611.0,0.9998131171992559
17,2.0,130268.0,0.9998803275309248
18,2.0,129040.0,0.9998706669496336
19,2.0,128446.0,0.9998375708801402
20,3.0,128338.0,0.9998869998404366
21,3.0,127540.0,0.9998005281376547
22,3.0,129850.0,0.999842279555984
23,3.0,128307.0,0.9998755982530703
24,3.0,127725.0,0.9998444176211374
25,3.0,128775.0,0.9998380317975899
26,3.0,130252.0,0.9998796147447407
27,3.0,128103.0,0.9991140073950745
28,3.0,129919.0,0.998961863904818
29,3.0,128823.0,0.9996627012224104
30,4.0,129461.0,0.9995746404540421
31,4.0,129479.0,0.9998752175452752
32,4.0,127698.0,0.999771790688875
33,4.0,128964.0,0.9998475555254605
34,4.0,130430.0,0.9998803238050735
35,4.0,129561.0,0.9998802525794637
36,4.0,129526.0,0.9998584158195222
37,4.0,129505.0,0.9999043530076716
38,4.0,129464.0,0.7946718761616524
39,4.0,128632.0,0.9993220538485761
40,5.0,129561.0,0.999859897583838
41,5.0,129483.0,0.9998644421789336
42,5.0,129165.0,0.9998789913784804
43,5.0,128973.0,0.9998673258573504
44,5.0,128209.0,0.9998172771109498
45,5.0,129529.0,0.9997752157244701
46,5.0,127841.0,0.9998469867223309
47,5.0,129627.0,0.9998303374063289
48,5.0,128050.0,0.9998499585010211
49,5.0,127389.0,0.9995842045242368
50,6.0,128277.0,0.9998867095807688
51,6.0,128402.0,0.9856390641246771
52,6.0,128136.0,0.9998816979577312
53,6.0,131233.0,0.9998778665986928
54,6.0,127638.0,0.999849967647021
55,6.0,128016.0,0.9998589814851201
56,6.0,129662.0,0.9998404911682411
57,6.0,129900.0,0.9997850244902232
58,6.0,129273.0,0.999686139757373
59,6.0,130949.0,0.9998241634764864
60,7.0,130101.0,0.9998552900735852
61,7.0,127519.0,0.9998707700728336
62,7.0,129090.0,0.9998315101639381
63,7.0,127516.0,0.9998777723619564
64,7.0,128437.0,0.999786652288229
65,7.0,129133.0,0.999878186526842
66,7.0,127773.0,0.9997207701267025
67,7.0,130117.0,0.9997691052946375
68,7.0,128639.0,0.9998797312471575
69,7.0,129566.0,0.9998253677482268
70,8.0,131066.0,0.9998900232833472
71,8.0,128453.0,0.9998741319317473
72,8.0,129279.0,0.5891777250929287
73,8.0,129733.0,0.9999226021093837
74,8.0,128501.0,0.9995015086798771
75,8.0,129372.0,0.9992161633541988
76,8.0,128701.0,0.9996828819269403
77,8.0,130673.0,0.9998760853917912
78,8.0,129082.0,0.9996951910857975
79,8.0,129895.0,0.9998325658811712
80,9.0,128471.0,0.9998897897041396
81,9.0,129374.0,0.999874401652316
82,9.0,128033.0,0.9997022802120098
83,9.0,128873.0,0.9998386750449861
84,9.0,128516.0,0.9998635748521818
85,9.0,129025.0,0.9998194460906787
86,9.0,130563.0,0.999480383988315
87,9.0,128294.0,0.9998560496109616
88,9.0,129224.0,0.9998767803288994
89,9.0,129928.0,0.9998441419755325
90,10.0,129694.0,0.9998675838548022
91,10.0,128055.0,0.9998113511005338
92,10.0,128256.0,0.9998232375622594
93,10.0,127723.0,0.9998420617250028
94,10.0,129977.0,0.9998563115437823
95,10.0,128718.0,0.9998303457673825
96,10.0,130044.0,0.9997867989053358
97,10.0,129861.0,0.9998432569897514
98,10.0,130014.0,0.9998806553318996
99,10.0,129091.0,0.9970752095583297
100,11.0,128781.0,0.9998586147716856
101,11.0,129755.0,0.9998345481083023
102,11.0,129450.0,0.9997388698753001
103,11.0,127960.0,0.9998785412307634
104,11.0,129364.0,0.9998800733623724
105,11.0,129272.0,0.9998293635357384
106,11.0,130716.0,0.999834995728906
107,11.0,128955.0,0.9998091922445024
108,11.0,129720.0,0.9935729939376026
109,11.0,129509.0,0.9997218458059293
110,12.0,129382.0,0.9998822997055153
111,12.0,129279.0,0.9995899388561912
112,12.0,128712.0,0.999879773536742
113,12.0,129584.0,0.9998795655367084
114,12.0,129867.0,0.9998782543641334
115,12.0,129120.0,0.9875383243772952
116,12.0,128636.0,0.981610357906801
117,12.0,129015.0,0.9998275469979361
