,chrom,count,g_noin
0,1.0,130113.0,0.9999999826361394
1,1.0,128907.0,0.9999999866871175
2,1.0,129411.0,0.99999998150616
3,1.0,128822.0,0.9999999863830128
4,1.0,127991.0,0.999999987021138
5,1.0,128972.0,0.9999999863757738
6,1.0,129362.0,0.9999999857945404
7,1.0,129642.0,0.9999999843412885
8,1.0,130396.0,0.9999999820532939
9,1.0,131191.0,0.9999999876108462
10,2.0,129949.0,0.9999999851552235
11,2.0,129596.0,0.9999999111395068
12,2.0,128296.0,0.9999999854053071
13,2.0,129077.0,0.9999999771330137
14,2.0,130609.0,0.9999999877218027
15,2.0,128829.0,0.9999999874959292
16,2.0,128755.0,0.9999999715611846
17,2.0,130078.0,0.9999999866420096
18,2.0,128915.0,0.9999999776245294
19,2.0,128301.0,0.999999986450644
20,3.0,128340.0,0.9999999852726662
21,3.0,127850.0,0.99999998727964
22,3.0,129898.0,0.9999999858989338
23,3.0,128736.0,0.9999999867020604
24,3.0,127873.0,0.9999999752133405
25,3.0,128831.0,0.999999966607124
26,3.0,130194.0,0.9999999871979214
27,3.0,128036.0,0.9999999867853568
28,3.0,130141.0,0.9999999873897255
29,3.0,128759.0,0.9999999323442941
30,4.0,129464.0,0.9999999850177664
31,4.0,129330.0,0.9999999785890625
32,4.0,127856.0,0.9999997924114908
33,4.0,128707.0,0.9999999877186175
34,4.0,130391.0,0.9999999860771368
35,4.0,129964.0,0.9999999797923789
36,4.0,129747.0,0.999999986679534
37,4.0,129452.0,0.9999999863776058
38,4.0,129417.0,0.9999999873162418
39,4.0,128755.0,0.9999999877148248
40,5.0,129328.0,0.9999999801986519
41,5.0,129755.0,0.9999999816187954
42,5.0,129136.0,0.9999999502617068
43,5.0,129094.0,0.9999999875212071
44,5.0,128381.0,0.9999999351752841
45,5.0,129513.0,0.9999999857507015
46,5.0,127710.0,0.9999999874960713
47,5.0,129669.0,0.999999986044415
48,5.0,128067.0,0.9999999863671889
49,5.0,127455.0,0.9999999844061972
50,6.0,128550.0,0.9999999854240242
51,6.0,128179.0,0.9999999642775605
52,6.0,128228.0,0.9999999875133967
53,6.0,131136.0,0.9999999873987055
54,6.0,127549.0,0.9999999877170688
55,6.0,128095.0,0.999999976157874
56,6.0,129561.0,0.9999999851844286
57,6.0,129799.0,0.9999999875117245
58,6.0,129123.0,0.9999999872800605
59,6.0,130875.0,0.9999412754396272
60,7.0,130020.0,0.999999986694698
61,7.0,127592.0,0.9999999579335672
62,7.0,129311.0,0.9999999849012043
63,7.0,127593.0,0.9999999876494278
64,7.0,128465.0,0.9999999836085336
65,7.0,129075.0,0.999999835770649
66,7.0,127456.0,0.9999999331045911
67,7.0,130076.0,0.9999999858039105
68,7.0,128623.0,0.9999999876402584
69,7.0,129504.0,0.9999998804171732
70,8.0,130947.0,0.9999999866481619
71,8.0,128472.0,0.9999998234874102
72,8.0,129337.0,0.9999999828986841
73,8.0,129666.0,0.9999999852247918
74,8.0,128777.0,0.9999999877178137
75,8.0,129191.0,0.9999999867581559
76,8.0,128622.0,0.9999999847721031
77,8.0,130710.0,0.9999999857536434
78,8.0,129050.0,0.9999999804870183
79,8.0,129865.0,0.9999999869895773
80,9.0,128372.0,0.9999999864548419
81,9.0,129249.0,0.9999999480393894
82,9.0,128017.0,0.9999999865502012
83,9.0,128775.0,0.9999999857883644
84,9.0,128586.0,0.9999999872616488
85,9.0,129254.0,0.9999999791044191
86,9.0,130516.0,0.9999999868697123
87,9.0,128330.0,0.9999999858186055
88,9.0,129122.0,0.9999987799549148
89,9.0,130253.0,0.9999999707307241
90,10.0,129747.0,0.9999999423359394
91,10.0,128267.0,0.9999999874356601
92,10.0,128210.0,0.9999999858210574
93,10.0,127738.0,0.999999987419075
94,10.0,130058.0,0.9999999842963169
