,chrom,count,g_noin
0,1.0,130221.0,0.9998411857082133
1,1.0,128697.0,0.9997610649863722
2,1.0,129259.0,0.999858653275556
3,1.0,128460.0,0.9997672073916529
4,1.0,128314.0,0.9998397157894501
5,1.0,128987.0,0.999858007350631
6,1.0,129371.0,0.9998638536557903
7,1.0,129872.0,0.999862104393907
8,1.0,130347.0,0.9998435605952493
9,1.0,131210.0,0.9961725750040004
10,2.0,129952.0,0.9998788043076239
11,2.0,129552.0,0.9994401205109702
12,2.0,128284.0,0.9998503458894616
13,2.0,129014.0,0.9998393234225185
14,2.0,130952.0,0.999863655594077
15,2.0,128765.0,0.9998633669544037
16,2.0,128899.0,0.9998620475024617
17,2.0,130291.0,0.9997233338887443
18,2.0,128984.0,0.9998286455138073
19,2.0,128330.0,0.9997511108682802
20,3.0,128524.0,0.999833856769449
21,3.0,127770.0,0.9998562551163127
22,3.0,130160.0,0.9997742278434915
23,3.0,128738.0,0.999828774320041
24,3.0,127386.0,0.9998464771333675
25,3.0,128794.0,0.9998621005863434
26,3.0,130151.0,0.9997547994824044
27,3.0,128264.0,0.9998608313845346
28,3.0,129917.0,0.9998410763043605
29,3.0,128918.0,0.9998521949732725
30,4.0,129489.0,0.9996789098266848
31,4.0,129348.0,0.9998441506622655
32,4.0,127571.0,0.9995235386369605
33,4.0,129078.0,0.9987413132863273
34,4.0,130421.0,0.9997690967829687
35,4.0,129557.0,0.9997899694897452
36,4.0,129503.0,0.9998637050563788
37,4.0,129542.0,0.9998638739263613
38,4.0,129340.0,0.9997874094096059
39,4.0,128658.0,0.9998376785849463
40,5.0,129706.0,0.9998657593295115
41,5.0,129622.0,0.9998572436795109
42,5.0,129207.0,0.9998630899078541
43,5.0,128811.0,0.9998223574773635
44,5.0,128612.0,0.9996407986373387
45,5.0,129293.0,0.9998411135180064
46,5.0,127796.0,0.9998614255619591
47,5.0,129772.0,0.9996652918342688
48,5.0,128239.0,0.9998626503770769
49,5.0,127415.0,0.9998439017829933
50,6.0,128394.0,0.9990575247037542
51,6.0,128238.0,0.9998635016899244
52,6.0,128355.0,0.9998307092906098
53,6.0,131081.0,0.9997706710582592
54,6.0,127502.0,0.9997556503685607
55,6.0,127968.0,0.9996713334167974
56,6.0,129683.0,0.9994117448869263
57,6.0,129664.0,0.9998392889577672
58,6.0,129153.0,0.9998284142812227
59,6.0,131036.0,0.999157692320648
60,7.0,130036.0,0.9996983906381466
61,7.0,127547.0,0.9998619369941625
62,7.0,129286.0,0.9998626368942874
63,7.0,127579.0,0.9997452021997137
64,7.0,128510.0,0.9998634520157259
65,7.0,128978.0,0.9998472746677448
66,7.0,127603.0,0.9998597288552704
67,7.0,130031.0,0.9998201051126713
68,7.0,129015.0,0.9997474832344576
69,7.0,129647.0,0.9998527075634922
70,8.0,130905.0,0.9998771579629152
71,8.0,128319.0,0.9998627878244402
72,8.0,129350.0,0.9985944678236092
73,8.0,129742.0,0.9998386333062749
74,8.0,128711.0,0.9998632231138982
75,8.0,129125.0,0.9997994538997269
76,8.0,128388.0,0.9997790264052543
77,8.0,130626.0,0.9998605228602773
78,8.0,128961.0,0.9997805072463438
79,8.0,129674.0,0.9998606997659101
80,9.0,128383.0,0.999855307164185
81,9.0,129559.0,0.9998612597365165
82,9.0,128222.0,0.9997905666120824
83,9.0,128710.0,0.9995677420764366
84,9.0,128572.0,0.999295780206951
85,9.0,129114.0,0.9994583312911905
86,9.0,130777.0,0.9998633410977833
87,9.0,128467.0,0.9998633904891342
88,9.0,129201.0,0.9998110440188479
89,9.0,129999.0,0.9998633561984942
90,10.0,129726.0,0.9987645849570477
91,10.0,128266.0,0.9998563899782852
92,10.0,128379.0,0.999857813456302
93,10.0,127570.0,0.9995416440737989
94,10.0,130235.0,0.9998397030470073
95,10.0,128915.0,0.9997769575610401
96,10.0,130277.0,0.9998447597246447
97,10.0,129746.0,0.9985127545256781
98,10.0,130170.0,0.9998625466891558
99,10.0,129293.0,0.9997490831561932
100,11.0,129018.0,0.999290168249337
101,11.0,129524.0,0.9982436731636949
102,11.0,129247.0,0.9998578326112963
103,11.0,127906.0,0.9997832665135393
104,11.0,129264.0,0.9998622383133874
