pair,rel,run,accuracy,cov
8_14,deg5,58,0.990909090909091,0.5
8_14,deg5,58,0.9863636363636363,0.2
8_14,deg5,58,0.9772727272727273,0.1
8_14,deg5,58,0.9409090909090909,0.05
8_14,deg5,58,0.95,0.03
8_14,deg5,59,0.9772727272727273,4.0
8_14,deg5,59,0.9863636363636363,0.5
8_14,deg5,59,0.9727272727272728,0.2
8_14,deg5,59,0.9318181818181818,0.1
8_14,deg5,59,0.9136363636363637,0.05
8_14,deg5,59,0.9,0.03
8_14,deg5,60,0.9863636363636363,4.0
8_14,deg5,60,0.990909090909091,0.5
8_14,deg5,60,0.9818181818181818,0.2
8_14,deg5,60,0.9727272727272728,0.1
8_14,deg5,60,0.9545454545454546,0.05
8_14,deg5,60,0.9409090909090909,0.03
1_14,deg4,1,0.9863636363636363,4.0
1_14,deg4,1,0.9863636363636363,0.5
1_14,deg4,1,0.9727272727272728,0.2
1_14,deg4,1,0.9863636363636363,0.1
1_14,deg4,1,0.9454545454545454,0.05
1_14,deg4,1,0.85,0.03
1_14,deg4,2,0.990909090909091,4.0
1_14,deg4,2,0.990909090909091,0.5
1_14,deg4,2,0.9863636363636363,0.2
1_14,deg4,2,0.9818181818181818,0.1
1_14,deg4,2,0.9590909090909091,0.05
1_14,deg4,2,0.9363636363636364,0.03
1_14,deg4,3,0.9954545454545455,4.0
1_14,deg4,3,0.990909090909091,0.5
1_14,deg4,3,0.9818181818181818,0.2
1_14,deg4,3,0.9727272727272728,0.1
1_14,deg4,3,0.8954545454545455,0.05
1_14,deg4,3,0.85,0.03
1_14,deg4,4,0.9772727272727273,4.0
1_14,deg4,4,0.9772727272727273,0.5
1_14,deg4,4,0.9772727272727273,0.2
1_14,deg4,4,0.9681818181818181,0.1
1_14,deg4,4,0.9181818181818182,0.05
1_14,deg4,4,0.8863636363636364,0.03
1_14,deg4,5,0.990909090909091,4.0
1_14,deg4,5,0.990909090909091,0.5
1_14,deg4,5,0.9863636363636363,0.2
1_14,deg4,5,0.9818181818181818,0.1
1_14,deg4,5,0.9454545454545454,0.05
1_14,deg4,5,0.9,0.03
1_14,deg4,6,0.990909090909091,4.0
1_14,deg4,6,0.990909090909091,0.5
1_14,deg4,6,0.9818181818181818,0.2
1_14,deg4,6,0.9409090909090909,0.1
1_14,deg4,6,0.9136363636363637,0.05
1_14,deg4,6,0.8,0.03
1_14,deg4,7,0.9863636363636363,4.0
1_14,deg4,7,0.9818181818181818,0.5
1_14,deg4,7,0.9863636363636363,0.2
1_14,deg4,7,0.990909090909091,0.1
1_14,deg4,7,0.9318181818181818,0.05
1_14,deg4,7,0.8772727272727273,0.03
1_14,deg4,8,0.9818181818181818,4.0
1_14,deg4,8,0.9863636363636363,0.5
1_14,deg4,8,0.9818181818181818,0.2
1_14,deg4,8,0.9727272727272728,0.1
1_14,deg4,8,0.9681818181818181,0.05
1_14,deg4,8,0.9545454545454546,0.03
1_14,deg4,9,0.9863636363636363,4.0
1_14,deg4,9,0.9863636363636363,0.5
1_14,deg4,9,0.9772727272727273,0.2
1_14,deg4,9,0.9681818181818181,0.1
1_14,deg4,9,0.9318181818181818,0.05
1_14,deg4,9,0.8045454545454546,0.03
1_14,deg4,10,0.9863636363636363,4.0
1_14,deg4,10,0.9818181818181818,0.5
1_14,deg4,10,0.9863636363636363,0.2
1_14,deg4,10,0.9636363636363636,0.1
1_14,deg4,10,0.9318181818181818,0.05
1_14,deg4,10,0.8454545454545455,0.03
1_14,deg4,11,0.9681818181818181,4.0
1_14,deg4,11,0.9681818181818181,0.5
1_14,deg4,11,0.9590909090909091,0.2
1_14,deg4,11,0.9590909090909091,0.1
1_14,deg4,11,0.9272727272727272,0.05
1_14,deg4,11,0.8636363636363636,0.03
1_14,deg4,12,0.9954545454545455,4.0
1_14,deg4,12,0.9863636363636363,0.5
1_14,deg4,12,0.9863636363636363,0.2
1_14,deg4,12,0.9818181818181818,0.1
1_14,deg4,12,0.9227272727272727,0.05
1_14,deg4,12,0.8636363636363636,0.03
1_14,deg4,13,0.9863636363636363,4.0
1_14,deg4,13,0.9863636363636363,0.5
1_14,deg4,13,0.9863636363636363,0.2
1_14,deg4,13,0.9545454545454546,0.1
1_14,deg4,13,0.9363636363636364,0.05
1_14,deg4,13,0.9136363636363637,0.03
1_14,deg4,14,0.9954545454545455,4.0
1_14,deg4,14,0.990909090909091,0.5
1_14,deg4,14,0.9954545454545455,0.2
1_14,deg4,14,0.9863636363636363,0.1
1_14,deg4,14,0.8818181818181818,0.05
1_14,deg4,14,0.9045454545454545,0.03
1_14,deg4,15,0.9818181818181818,4.0
1_14,deg4,15,0.9818181818181818,0.5
1_14,deg4,15,0.9772727272727273,0.2
1_14,deg4,15,0.9727272727272728,0.1
1_14,deg4,15,0.8727272727272727,0.05
1_14,deg4,15,0.85,0.03
1_14,deg4,16,0.9818181818181818,4.0
1_14,deg4,16,0.990909090909091,0.5
1_14,deg4,16,0.9818181818181818,0.2
1_14,deg4,16,0.9545454545454546,0.1
1_14,deg4,16,0.9227272727272727,0.05
1_14,deg4,16,0.8954545454545455,0.03
1_14,deg4,17,0.9818181818181818,4.0
1_14,deg4,17,0.9863636363636363,0.5
1_14,deg4,17,0.9772727272727273,0.2
1_14,deg4,17,0.9363636363636364,0.1
1_14,deg4,17,0.9,0.05
1_14,deg4,17,0.8454545454545455,0.03
1_14,deg4,18,0.9954545454545455,4.0
1_14,deg4,18,0.9954545454545455,0.5
1_14,deg4,18,0.990909090909091,0.2
1_14,deg4,18,0.9681818181818181,0.1
1_14,deg4,18,0.95,0.05
1_14,deg4,18,0.95,0.03
1_14,deg4,19,0.9863636363636363,4.0
1_14,deg4,19,0.9863636363636363,0.5
1_14,deg4,19,0.9863636363636363,0.2
1_14,deg4,19,0.9545454545454546,0.1
1_14,deg4,19,0.9227272727272727,0.05
1_14,deg4,19,0.8363636363636363,0.03
1_14,deg4,20,0.9727272727272728,4.0
1_14,deg4,20,0.9681818181818181,0.5
1_14,deg4,20,0.9590909090909091,0.2
1_14,deg4,20,0.9545454545454546,0.1
1_14,deg4,20,0.9318181818181818,0.05
1_14,deg4,20,0.8863636363636364,0.03
1_14,deg4,21,0.990909090909091,4.0
1_14,deg4,21,0.9772727272727273,0.5
1_14,deg4,21,0.9863636363636363,0.2
1_14,deg4,21,0.9590909090909091,0.1
1_14,deg4,21,0.9181818181818182,0.05
1_14,deg4,21,0.8681818181818182,0.03
1_14,deg4,22,0.990909090909091,4.0
1_14,deg4,22,0.990909090909091,0.5
1_14,deg4,22,0.9772727272727273,0.2
1_14,deg4,22,0.9772727272727273,0.1
1_14,deg4,22,0.9136363636363637,0.05
1_14,deg4,22,0.9045454545454545,0.03
1_14,deg4,23,0.9727272727272728,4.0
1_14,deg4,23,0.9727272727272728,0.5
1_14,deg4,23,0.9545454545454546,0.2
1_14,deg4,23,0.9545454545454546,0.1
1_14,deg4,23,0.9,0.05
1_14,deg4,23,0.8272727272727273,0.03
1_14,deg4,24,0.9727272727272728,4.0
1_14,deg4,24,0.9681818181818181,0.5
1_14,deg4,24,0.9727272727272728,0.2
1_14,deg4,24,0.9545454545454546,0.1
1_14,deg4,24,0.9409090909090909,0.05
1_14,deg4,24,0.8863636363636364,0.03
1_14,deg4,25,0.990909090909091,4.0
1_14,deg4,25,0.990909090909091,0.5
1_14,deg4,25,0.9727272727272728,0.2
1_14,deg4,25,0.95,0.1
1_14,deg4,25,0.8909090909090909,0.05
1_14,deg4,25,0.8636363636363636,0.03
1_14,deg4,26,0.9818181818181818,4.0
1_14,deg4,26,0.9818181818181818,0.5
1_14,deg4,26,0.9636363636363636,0.2
1_14,deg4,26,0.9636363636363636,0.1
1_14,deg4,26,0.95,0.05
1_14,deg4,26,0.9227272727272727,0.03
1_14,deg4,27,0.9863636363636363,4.0
1_14,deg4,27,0.990909090909091,0.5
1_14,deg4,27,0.9772727272727273,0.2
1_14,deg4,27,0.9818181818181818,0.1
1_14,deg4,27,0.9227272727272727,0.05
1_14,deg4,27,0.9090909090909091,0.03
1_14,deg4,28,0.9863636363636363,4.0
1_14,deg4,28,1.0,0.5
1_14,deg4,28,0.9954545454545455,0.2
1_14,deg4,28,0.9772727272727273,0.1
1_14,deg4,28,0.9454545454545454,0.05
1_14,deg4,28,0.9136363636363637,0.03
1_14,deg4,29,0.9954545454545455,4.0
1_14,deg4,29,0.9954545454545455,0.5
1_14,deg4,29,0.9863636363636363,0.2
1_14,deg4,29,0.9727272727272728,0.1
1_14,deg4,29,0.95,0.05
1_14,deg4,29,0.9272727272727272,0.03
1_14,deg4,30,0.9954545454545455,4.0
1_14,deg4,30,0.9954545454545455,0.5
1_14,deg4,30,0.990909090909091,0.2
1_14,deg4,30,0.9772727272727273,0.1
1_14,deg4,30,0.9590909090909091,0.05
1_14,deg4,30,0.95,0.03
1_14,deg4,31,0.9818181818181818,4.0
1_14,deg4,31,0.9863636363636363,0.5
1_14,deg4,31,0.9818181818181818,0.2
1_14,deg4,31,0.9636363636363636,0.1
1_14,deg4,31,0.9409090909090909,0.05
1_14,deg4,31,0.8954545454545455,0.03
1_14,deg4,32,0.9863636363636363,4.0
1_14,deg4,32,0.9772727272727273,0.5
1_14,deg4,32,0.9863636363636363,0.2
1_14,deg4,32,0.9727272727272728,0.1
1_14,deg4,32,0.9590909090909091,0.05
1_14,deg4,32,0.8772727272727273,0.03
1_14,deg4,33,0.9863636363636363,4.0
1_14,deg4,33,0.9818181818181818,0.5
1_14,deg4,33,0.9636363636363636,0.2
1_14,deg4,33,0.9363636363636364,0.1
1_14,deg4,33,0.8909090909090909,0.05
1_14,deg4,33,0.8272727272727273,0.03
1_14,deg4,34,0.9818181818181818,4.0
1_14,deg4,34,0.990909090909091,0.5
1_14,deg4,34,0.990909090909091,0.2
1_14,deg4,34,0.9727272727272728,0.1
1_14,deg4,34,0.9727272727272728,0.05
1_14,deg4,34,0.9636363636363636,0.03
1_14,deg4,35,1.0,4.0
1_14,deg4,35,0.9954545454545455,0.5
1_14,deg4,35,0.9954545454545455,0.2
1_14,deg4,35,0.9681818181818181,0.1
1_14,deg4,35,0.95,0.05
1_14,deg4,35,0.8772727272727273,0.03
1_14,deg4,36,0.9772727272727273,4.0
1_14,deg4,36,0.9772727272727273,0.5
1_14,deg4,36,0.9818181818181818,0.2
1_14,deg4,36,0.95,0.1
1_14,deg4,36,0.9363636363636364,0.05
1_14,deg4,36,0.8863636363636364,0.03
1_14,deg4,37,0.9818181818181818,4.0
1_14,deg4,37,0.9818181818181818,0.5
1_14,deg4,37,0.9681818181818181,0.2
1_14,deg4,37,0.9636363636363636,0.1
1_14,deg4,37,0.8772727272727273,0.05
1_14,deg4,37,0.7818181818181819,0.03
1_14,deg4,38,1.0,4.0
1_14,deg4,38,1.0,0.5
1_14,deg4,38,0.9954545454545455,0.2
1_14,deg4,38,0.9636363636363636,0.1
1_14,deg4,38,0.9363636363636364,0.05
1_14,deg4,38,0.9090909090909091,0.03
1_14,deg4,39,0.9863636363636363,4.0
1_14,deg4,39,0.9863636363636363,0.5
1_14,deg4,39,0.9818181818181818,0.2
1_14,deg4,39,0.95,0.1
1_14,deg4,39,0.9227272727272727,0.05
1_14,deg4,39,0.9090909090909091,0.03
1_14,deg4,40,0.9954545454545455,4.0
1_14,deg4,40,0.9954545454545455,0.5
1_14,deg4,40,0.990909090909091,0.2
1_14,deg4,40,0.9954545454545455,0.1
1_14,deg4,40,0.9454545454545454,0.05
1_14,deg4,40,0.9454545454545454,0.03
1_14,deg4,41,0.9772727272727273,4.0
1_14,deg4,41,0.9863636363636363,0.5
1_14,deg4,41,0.9681818181818181,0.2
1_14,deg4,41,0.9636363636363636,0.1
1_14,deg4,41,0.9272727272727272,0.05
1_14,deg4,41,0.85,0.03
1_14,deg4,42,0.9818181818181818,4.0
1_14,deg4,42,0.9818181818181818,0.5
1_14,deg4,42,0.9818181818181818,0.2
1_14,deg4,42,0.9681818181818181,0.1
1_14,deg4,42,0.9727272727272728,0.05
1_14,deg4,42,0.9409090909090909,0.03
1_14,deg4,43,0.9772727272727273,4.0
1_14,deg4,43,0.9727272727272728,0.5
1_14,deg4,43,0.9727272727272728,0.2
1_14,deg4,43,0.95,0.1
1_14,deg4,43,0.9363636363636364,0.05
1_14,deg4,43,0.9045454545454545,0.03
1_14,deg4,44,0.990909090909091,4.0
1_14,deg4,44,0.990909090909091,0.5
1_14,deg4,44,1.0,0.2
1_14,deg4,44,0.9818181818181818,0.1
1_14,deg4,44,0.9227272727272727,0.05
1_14,deg4,44,0.8909090909090909,0.03
1_14,deg4,45,0.9863636363636363,4.0
1_14,deg4,45,0.9863636363636363,0.5
1_14,deg4,45,0.990909090909091,0.2
1_14,deg4,45,0.9681818181818181,0.1
1_14,deg4,45,0.8954545454545455,0.05
1_14,deg4,45,0.8363636363636363,0.03
1_14,deg4,46,0.9954545454545455,4.0
1_14,deg4,46,0.990909090909091,0.5
1_14,deg4,46,0.990909090909091,0.2
1_14,deg4,46,0.9727272727272728,0.1
1_14,deg4,46,0.9409090909090909,0.05
1_14,deg4,46,0.9045454545454545,0.03
1_14,deg4,47,0.990909090909091,4.0
1_14,deg4,47,0.990909090909091,0.5
1_14,deg4,47,0.9863636363636363,0.2
1_14,deg4,47,0.9727272727272728,0.1
1_14,deg4,47,0.9409090909090909,0.05
1_14,deg4,47,0.9090909090909091,0.03
1_14,deg4,48,0.9954545454545455,4.0
1_14,deg4,48,0.9954545454545455,0.5
1_14,deg4,48,0.990909090909091,0.2
1_14,deg4,48,0.9818181818181818,0.1
1_14,deg4,48,0.9454545454545454,0.05
1_14,deg4,48,0.8863636363636364,0.03
1_14,deg4,49,0.9772727272727273,4.0
1_14,deg4,49,0.9772727272727273,0.5
1_14,deg4,49,0.9636363636363636,0.2
1_14,deg4,49,0.9545454545454546,0.1
1_14,deg4,49,0.8954545454545455,0.05
1_14,deg4,49,0.8363636363636363,0.03
1_14,deg4,50,0.9863636363636363,4.0
1_14,deg4,50,0.9863636363636363,0.5
1_14,deg4,50,0.9681818181818181,0.2
1_14,deg4,50,0.9454545454545454,0.1
1_14,deg4,50,0.85,0.05
1_14,deg4,50,0.7954545454545454,0.03
1_14,deg4,51,0.990909090909091,4.0
1_14,deg4,51,0.990909090909091,0.5
1_14,deg4,51,0.9818181818181818,0.2
1_14,deg4,51,0.9681818181818181,0.1
1_14,deg4,51,0.9136363636363637,0.05
1_14,deg4,51,0.8818181818181818,0.03
1_14,deg4,52,0.9772727272727273,4.0
1_14,deg4,52,0.9727272727272728,0.5
1_14,deg4,52,0.9727272727272728,0.2
1_14,deg4,52,0.9818181818181818,0.1
1_14,deg4,52,0.9727272727272728,0.05
1_14,deg4,52,0.9318181818181818,0.03
1_14,deg4,53,0.9636363636363636,4.0
1_14,deg4,53,0.9636363636363636,0.5
1_14,deg4,53,0.9636363636363636,0.2
1_14,deg4,53,0.95,0.1
1_14,deg4,53,0.8772727272727273,0.05
1_14,deg4,53,0.75,0.03
1_14,deg4,54,0.9818181818181818,4.0
1_14,deg4,54,0.9818181818181818,0.5
1_14,deg4,54,0.9863636363636363,0.2
1_14,deg4,54,0.9727272727272728,0.1
1_14,deg4,54,0.9636363636363636,0.05
1_14,deg4,54,0.9090909090909091,0.03
1_14,deg4,55,0.9954545454545455,4.0
1_14,deg4,55,0.9954545454545455,0.5
1_14,deg4,55,0.990909090909091,0.2
1_14,deg4,55,0.9818181818181818,0.1
1_14,deg4,55,0.9045454545454545,0.05
1_14,deg4,55,0.85,0.03
1_14,deg4,56,0.9863636363636363,4.0
1_14,deg4,56,0.9818181818181818,0.5
1_14,deg4,56,0.9863636363636363,0.2
1_14,deg4,56,0.9772727272727273,0.1
1_14,deg4,56,0.9272727272727272,0.05
1_14,deg4,56,0.9227272727272727,0.03
1_14,deg4,57,0.990909090909091,4.0
1_14,deg4,57,0.990909090909091,0.5
1_14,deg4,57,0.9818181818181818,0.2
1_14,deg4,57,0.9681818181818181,0.1
1_14,deg4,57,0.9454545454545454,0.05
1_14,deg4,57,0.8818181818181818,0.03
1_14,deg4,58,0.990909090909091,4.0
1_14,deg4,58,0.990909090909091,0.5
1_14,deg4,58,0.9863636363636363,0.2
1_14,deg4,58,0.9454545454545454,0.1
1_14,deg4,58,0.8772727272727273,0.05
1_14,deg4,58,0.8909090909090909,0.03
1_14,deg4,59,0.9681818181818181,4.0
1_14,deg4,59,0.9636363636363636,0.5
1_14,deg4,59,0.9727272727272728,0.2
1_14,deg4,59,0.9681818181818181,0.1
1_14,deg4,59,0.9136363636363637,0.05
1_14,deg4,59,0.8590909090909091,0.03
1_14,deg4,60,0.9818181818181818,4.0
1_14,deg4,60,0.9818181818181818,0.5
1_14,deg4,60,0.9818181818181818,0.2
1_14,deg4,60,0.990909090909091,0.1
1_14,deg4,60,0.9318181818181818,0.05
1_14,deg4,60,0.9045454545454545,0.03
1_13,deg3,1,0.9863636363636363,4.0
1_13,deg3,1,0.9863636363636363,0.5
1_13,deg3,1,0.9818181818181818,0.2
1_13,deg3,1,0.9636363636363636,0.1
1_13,deg3,1,0.9045454545454545,0.05
1_13,deg3,1,0.8181818181818182,0.03
1_13,deg3,2,0.990909090909091,4.0
1_13,deg3,2,0.990909090909091,0.5
1_13,deg3,2,0.9818181818181818,0.2
1_13,deg3,2,0.9636363636363636,0.1
1_13,deg3,2,0.9272727272727272,0.05
1_13,deg3,2,0.8863636363636364,0.03
1_13,deg3,3,0.990909090909091,4.0
1_13,deg3,3,0.990909090909091,0.5
1_13,deg3,3,0.9863636363636363,0.2
1_13,deg3,3,0.9681818181818181,0.1
1_13,deg3,3,0.8636363636363636,0.05
1_13,deg3,3,0.8363636363636363,0.03
1_13,deg3,4,0.9863636363636363,4.0
1_13,deg3,4,0.9863636363636363,0.5
1_13,deg3,4,0.9863636363636363,0.2
1_13,deg3,4,0.9454545454545454,0.1
1_13,deg3,4,0.8363636363636363,0.05
1_13,deg3,4,0.7636363636363637,0.03
1_13,deg3,5,0.9818181818181818,4.0
1_13,deg3,5,0.9818181818181818,0.5
1_13,deg3,5,0.9772727272727273,0.2
1_13,deg3,5,0.9727272727272728,0.1
1_13,deg3,5,0.9454545454545454,0.05
1_13,deg3,5,0.8909090909090909,0.03
1_13,deg3,6,0.990909090909091,4.0
1_13,deg3,6,0.9863636363636363,0.5
1_13,deg3,6,0.9818181818181818,0.2
1_13,deg3,6,0.9454545454545454,0.1
1_13,deg3,6,0.9409090909090909,0.05
1_13,deg3,6,0.8590909090909091,0.03
1_13,deg3,7,0.9681818181818181,4.0
1_13,deg3,7,0.9636363636363636,0.5
1_13,deg3,7,0.9545454545454546,0.2
1_13,deg3,7,0.9545454545454546,0.1
1_13,deg3,7,0.9,0.05
1_13,deg3,7,0.7681818181818182,0.03
1_13,deg3,8,0.990909090909091,4.0
1_13,deg3,8,0.9863636363636363,0.5
1_13,deg3,8,0.9772727272727273,0.2
1_13,deg3,8,0.9590909090909091,0.1
1_13,deg3,8,0.9090909090909091,0.05
1_13,deg3,8,0.95,0.03
1_13,deg3,9,0.990909090909091,4.0
1_13,deg3,9,0.990909090909091,0.5
1_13,deg3,9,0.9863636363636363,0.2
1_13,deg3,9,0.95,0.1
1_13,deg3,9,0.9454545454545454,0.05
1_13,deg3,9,0.7318181818181818,0.03
1_13,deg3,10,0.9590909090909091,4.0
1_13,deg3,10,0.9681818181818181,0.5
1_13,deg3,10,0.9545454545454546,0.2
1_13,deg3,10,0.9590909090909091,0.1
1_13,deg3,10,0.9227272727272727,0.05
1_13,deg3,10,0.8454545454545455,0.03
1_13,deg3,11,0.9727272727272728,4.0
1_13,deg3,11,0.9636363636363636,0.5
1_13,deg3,11,0.9727272727272728,0.2
1_13,deg3,11,0.9681818181818181,0.1
1_13,deg3,11,0.9,0.05
1_13,deg3,11,0.8681818181818182,0.03
1_13,deg3,12,0.990909090909091,4.0
1_13,deg3,12,0.9863636363636363,0.5
1_13,deg3,12,0.9818181818181818,0.2
1_13,deg3,12,0.9772727272727273,0.1
1_13,deg3,12,0.9318181818181818,0.05
1_13,deg3,12,0.7681818181818182,0.03
1_13,deg3,13,0.9772727272727273,4.0
1_13,deg3,13,0.9727272727272728,0.5
1_13,deg3,13,0.9818181818181818,0.2
1_13,deg3,13,0.9454545454545454,0.1
1_13,deg3,13,0.8954545454545455,0.05
1_13,deg3,13,0.8090909090909091,0.03
1_13,deg3,14,0.9681818181818181,4.0
1_13,deg3,14,0.9681818181818181,0.5
1_13,deg3,14,0.9681818181818181,0.2
1_13,deg3,14,0.95,0.1
1_13,deg3,14,0.8909090909090909,0.05
1_13,deg3,14,0.7909090909090909,0.03
1_13,deg3,15,0.9863636363636363,4.0
1_13,deg3,15,0.9772727272727273,0.5
1_13,deg3,15,0.9681818181818181,0.2
1_13,deg3,15,0.9363636363636364,0.1
1_13,deg3,15,0.8863636363636364,0.05
1_13,deg3,15,0.740909090909091,0.03
1_13,deg3,16,0.9727272727272728,4.0
1_13,deg3,16,0.9636363636363636,0.5
1_13,deg3,16,0.95,0.2
1_13,deg3,16,0.95,0.1
1_13,deg3,16,0.9227272727272727,0.05
1_13,deg3,16,0.7681818181818182,0.03
1_13,deg3,17,0.9954545454545455,4.0
1_13,deg3,17,0.990909090909091,0.5
1_13,deg3,17,0.9863636363636363,0.2
1_13,deg3,17,0.9681818181818181,0.1
1_13,deg3,17,0.8272727272727273,0.05
1_13,deg3,17,0.7954545454545454,0.03
1_13,deg3,18,0.9772727272727273,4.0
1_13,deg3,18,0.9681818181818181,0.5
1_13,deg3,18,0.9727272727272728,0.2
1_13,deg3,18,0.9363636363636364,0.1
1_13,deg3,18,0.85,0.05
1_13,deg3,18,0.8136363636363636,0.03
1_13,deg3,19,0.9863636363636363,4.0
1_13,deg3,19,0.9818181818181818,0.5
1_13,deg3,19,0.9772727272727273,0.2
1_13,deg3,19,0.9409090909090909,0.1
1_13,deg3,19,0.9318181818181818,0.05
1_13,deg3,19,0.8181818181818182,0.03
1_13,deg3,20,0.9681818181818181,4.0
1_13,deg3,20,0.9727272727272728,0.5
1_13,deg3,20,0.9727272727272728,0.2
1_13,deg3,20,0.9272727272727272,0.1
1_13,deg3,20,0.8545454545454545,0.05
1_13,deg3,20,0.7818181818181819,0.03
1_13,deg3,21,0.990909090909091,4.0
1_13,deg3,21,0.9818181818181818,0.5
1_13,deg3,21,0.9772727272727273,0.2
1_13,deg3,21,0.9727272727272728,0.1
1_13,deg3,21,0.9272727272727272,0.05
1_13,deg3,21,0.8090909090909091,0.03
1_13,deg3,22,0.990909090909091,4.0
1_13,deg3,22,0.9818181818181818,0.5
1_13,deg3,22,0.9727272727272728,0.2
1_13,deg3,22,0.9590909090909091,0.1
1_13,deg3,22,0.9227272727272727,0.05
1_13,deg3,22,0.7681818181818182,0.03
1_13,deg3,23,0.9863636363636363,4.0
1_13,deg3,23,0.9863636363636363,0.5
1_13,deg3,23,0.9727272727272728,0.2
1_13,deg3,23,0.9681818181818181,0.1
1_13,deg3,23,0.9272727272727272,0.05
1_13,deg3,23,0.7909090909090909,0.03
1_13,deg3,24,0.990909090909091,4.0
1_13,deg3,24,0.9863636363636363,0.5
1_13,deg3,24,0.9818181818181818,0.2
1_13,deg3,24,0.9772727272727273,0.1
1_13,deg3,24,0.9590909090909091,0.05
1_13,deg3,24,0.8681818181818182,0.03
1_13,deg3,25,0.990909090909091,4.0
1_13,deg3,25,0.9727272727272728,0.5
1_13,deg3,25,0.9772727272727273,0.2
1_13,deg3,25,0.9590909090909091,0.1
1_13,deg3,25,0.9227272727272727,0.05
1_13,deg3,25,0.7954545454545454,0.03
1_13,deg3,26,0.9727272727272728,4.0
1_13,deg3,26,0.9727272727272728,0.5
1_13,deg3,26,0.9636363636363636,0.2
1_13,deg3,26,0.9409090909090909,0.1
1_13,deg3,26,0.9363636363636364,0.05
1_13,deg3,26,0.8318181818181818,0.03
1_13,deg3,27,0.9681818181818181,4.0
1_13,deg3,27,0.9772727272727273,0.5
1_13,deg3,27,0.9590909090909091,0.2
1_13,deg3,27,0.95,0.1
1_13,deg3,27,0.8909090909090909,0.05
1_13,deg3,27,0.7863636363636364,0.03
1_13,deg3,28,0.9863636363636363,4.0
1_13,deg3,28,1.0,0.5
1_13,deg3,28,0.9863636363636363,0.2
1_13,deg3,28,0.9818181818181818,0.1
1_13,deg3,28,0.9136363636363637,0.05
1_13,deg3,28,0.8363636363636363,0.03
1_13,deg3,29,0.9863636363636363,4.0
1_13,deg3,29,0.990909090909091,0.5
1_13,deg3,29,0.9727272727272728,0.2
1_13,deg3,29,0.9681818181818181,0.1
1_13,deg3,29,0.9545454545454546,0.05
1_13,deg3,29,0.7636363636363637,0.03
1_13,deg3,30,0.9818181818181818,4.0
1_13,deg3,30,0.9772727272727273,0.5
1_13,deg3,30,0.9818181818181818,0.2
1_13,deg3,30,0.9590909090909091,0.1
1_13,deg3,30,0.9409090909090909,0.05
1_13,deg3,30,0.7954545454545454,0.03
1_13,deg3,31,0.9954545454545455,4.0
1_13,deg3,31,0.9954545454545455,0.5
1_13,deg3,31,0.9772727272727273,0.2
1_13,deg3,31,0.9636363636363636,0.1
1_13,deg3,31,0.9227272727272727,0.05
1_13,deg3,31,0.7727272727272727,0.03
1_13,deg3,32,0.9772727272727273,4.0
1_13,deg3,32,0.9818181818181818,0.5
1_13,deg3,32,0.9772727272727273,0.2
1_13,deg3,32,0.9636363636363636,0.1
1_13,deg3,32,0.9363636363636364,0.05
1_13,deg3,32,0.8318181818181818,0.03
1_13,deg3,33,0.9863636363636363,4.0
1_13,deg3,33,0.9818181818181818,0.5
1_13,deg3,33,0.9954545454545455,0.2
1_13,deg3,33,0.9772727272727273,0.1
1_13,deg3,33,0.9136363636363637,0.05
1_13,deg3,33,0.8272727272727273,0.03
1_13,deg3,34,0.9818181818181818,4.0
1_13,deg3,34,0.9818181818181818,0.5
1_13,deg3,34,0.9818181818181818,0.2
1_13,deg3,34,0.9454545454545454,0.1
1_13,deg3,34,0.8954545454545455,0.05
1_13,deg3,34,0.8318181818181818,0.03
1_13,deg3,35,0.9863636363636363,4.0
1_13,deg3,35,0.9818181818181818,0.5
1_13,deg3,35,0.9818181818181818,0.2
1_13,deg3,35,0.9727272727272728,0.1
1_13,deg3,35,0.9227272727272727,0.05
1_13,deg3,35,0.8454545454545455,0.03
1_13,deg3,36,0.9727272727272728,4.0
1_13,deg3,36,0.9727272727272728,0.5
1_13,deg3,36,0.9772727272727273,0.2
1_13,deg3,36,0.9636363636363636,0.1
1_13,deg3,36,0.8590909090909091,0.05
1_13,deg3,36,0.7181818181818181,0.03
1_13,deg3,37,0.9772727272727273,4.0
1_13,deg3,37,0.9863636363636363,0.5
1_13,deg3,37,0.9818181818181818,0.2
1_13,deg3,37,0.9409090909090909,0.1
1_13,deg3,37,0.8863636363636364,0.05
1_13,deg3,37,0.6545454545454545,0.03
1_13,deg3,38,0.9818181818181818,4.0
1_13,deg3,38,0.9863636363636363,0.5
1_13,deg3,38,0.9772727272727273,0.2
1_13,deg3,38,0.9590909090909091,0.1
1_13,deg3,38,0.9363636363636364,0.05
1_13,deg3,38,0.7772727272727272,0.03
1_13,deg3,39,0.9818181818181818,4.0
1_13,deg3,39,0.9818181818181818,0.5
1_13,deg3,39,0.9636363636363636,0.2
1_13,deg3,39,0.9409090909090909,0.1
1_13,deg3,39,0.85,0.05
1_13,deg3,39,0.7909090909090909,0.03
1_13,deg3,40,0.9954545454545455,4.0
1_13,deg3,40,0.990909090909091,0.5
1_13,deg3,40,0.9863636363636363,0.2
1_13,deg3,40,0.9636363636363636,0.1
1_13,deg3,40,0.9636363636363636,0.05
1_13,deg3,40,0.8818181818181818,0.03
1_13,deg3,41,0.990909090909091,4.0
1_13,deg3,41,0.990909090909091,0.5
